eventNumber,hitDetID,hitT,hitQ
174,"[334, 339, 339, 362, 362, 366, 398, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[535.0, 470.0, 599.0, 228.0, 459.0, 808.6666666666666, 676.0, 383.4748803827751, 398.0, 407.2142857142857, 423.05882352941177, 434.0, 440.0, 613.0, 746.0, 385.0, 410.0, 502.0, 644.0, 783.0]","[0.002098974609375, 0.0012027832031250001, 0.0028300781250000006, 0.0014150390625, 0.00221689453125, 0.00089619140625, 0.0016980468750000003, 0.18617197265625002, 0.028819628906250006, -0.0002594238281249998, 0.0027121582031250004, 0.0005660156250000001, 0.0005895996093750001, 0.0037970214843750004, 0.0052828125, 0.0014150390624999998, 0.001108447265625, 0.0042451171875, 0.007193115234375002, 0.007570458984375003]"
175,"[363, 372, 378, 416, 416, 416, 416, 416, 416, 416, 416, 420, 420, 421, 450, 450, 450, 450, 450]","[472.8888888888889, 613.4285714285714, 1226.0, 383.47185628742517, 398.0, 407.280701754386, 423.1578947368421, 424.0, 432.0, 440.0, 448.0, 601.6, 744.0, 1911.7142857142858, 385.6666666666667, 410.6666666666667, 534.0, 643.0, 786.6666666666666]","[0.00268857421875, 0.0016744628906249998, 0.001698046875, 0.18603046874999998, 0.028112109375, -0.0006603515625, 0.001957470703125, 0.001509375, 0.00037734374999999986, 9.43359375e-05, 0.00023583984375, 0.0029715820312500004, 0.004103613281250001, 0.0016744628906250004, 0.00117919921875, 0.0009433593750000003, 0.004315869140625, 0.007617626953125003, 0.006768603515625003]"
176,"[339, 354, 360, 403, 416, 416, 416, 416, 416, 420, 420, 422, 450, 450, 450, 450, 450]","[774.0, 466.0, 887.3333333333334, 469.75, 383.51789976133654, 398.0, 407.2931034482759, 423.1666666666667, 432.3333333333333, 607.0, 763.0, 465.27272727272725, 386.0, 409.5, 503.0, 646.6666666666666, 786.0]","[0.0020989746093749997, 0.0018159667968750003, 0.00117919921875, 0.0019810546875, 0.185723876953125, 0.028654541015625003, -0.00040092773437500013, 0.002570654296875, 0.000566015625, 0.0027593261718750007, 0.0025470703125, 0.0027357421875, 0.0009433593750000001, 0.0007311035156249999, 0.003490429687499999, 0.006131835937500001, 0.0061554199218750005]"
177,"[340, 340, 366, 393, 416, 416, 416, 416, 416, 416, 419, 420, 420, 420, 421, 450, 450, 450, 450, 450]","[639.0, 797.5, 188.8, 457.6666666666667, 383.31553398058253, 398.0, 407.1666666666667, 423.0967741935484, 432.0, 447.84615384615387, 31.75, 609.0, 737.0, 920.0, 1691.7142857142858, 385.3333333333333, 410.0, 501.5, 644.0, 786.0]","[0.0018159667968749996, 0.002169726562500001, 0.0015329589843750002, 0.0020518066406250007, 0.18753984375, 0.027074414062499996, -0.000495263671875, 0.0022640625, 0.000400927734375, 7.0751953125e-05, 0.0008961914062500001, 0.0029244140624999997, 0.004905468749999999, 0.0024999023437500003, 0.002240478515625, 0.0013914550781250002, 0.00117919921875, 0.003938525390625, 0.007004443359375002, 0.006226171875]"
178,"[366, 373, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[267.0, 462.0, 383.43402985074624, 398.0, 407.21495327102804, 423.030303030303, 424.0, 434.0, 616.0, 752.0, 914.0, 386.0, 409.0, 502.6666666666667, 644.0, 783.3333333333334]","[0.0008726074218750002, 0.0015329589843750002, 0.18643139648437493, 0.0287724609375, -0.0005424316406250002, 0.002193310546875, 0.0015801269531250002, 0.00028300781250000006, 0.003207421875000001, 0.004480957031250001, 0.002476318359375, 0.0008726074218750001, 0.0005660156250000001, 0.003608349609375001, 0.006603515625000001, 0.006532763671875001]"
179,"[339, 386, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450, 459]","[783.3333333333334, 461.2, 383.55062911923307, 398.0, 407.3008130081301, 423.14285714285717, 424.0, 432.3333333333333, 607.0, 750.0, 385.5, 410.0, 502.5, 642.0, 788.4, 317.1111111111111]","[0.0013914550781250002, 0.0019338867187500006, 0.18508710937499998, 0.029031884765625, -0.0005660156249999999, 0.002075390625, 0.0015801269531250002, 0.000542431640625, 0.0032310058593750008, 0.004598876953125001, 0.001438623046875, 0.0011556152343750001, 0.00415078125, 0.0072166992187500025, 0.007051611328125003, 0.0018159667968750005]"
180,"[339, 340, 377, 416, 416, 416, 416, 416, 416, 416, 420, 420, 420, 435, 435, 450, 450, 450, 450, 450]","[777.0, 637.3333333333334, 432.22222222222223, 383.4461722488038, 398.0, 407.26126126126127, 423.09090909090907, 424.0, 434.0, 440.0, 610.0, 755.0, 920.0, 466.14285714285717, 468.0, 386.0, 409.5, 501.0, 646.5, 787.0]","[0.0018159667968749998, 0.0016508789062500003, 0.0016272949218750002, 0.186101220703125, 0.02830078124999999, -0.0006603515625, 0.0019810546875, 0.001627294921875, 0.000495263671875, 0.00033017578125, 0.0027593261718750002, 0.0031130859375000015, 0.00174521484375, 0.0018159667968750003, 0.0021461425781250003, 0.000966943359375, 0.0008490234375000002, 0.00372626953125, 0.006579931640625001, 0.006367675781249999]"
181,"[334, 339, 366, 370, 416, 416, 416, 416, 416, 416, 420, 420, 421, 421, 450, 450, 450, 450, 450]","[823.3333333333334, 779.0, 857.7142857142857, 1745.0, 383.08582326764144, 398.0, 407.12820512820514, 423.1111111111111, 424.0, 432.0, 610.0, 747.0, 1709.2222222222222, 1712.0, 384.6666666666667, 409.3333333333333, 501.3333333333333, 645.0, 784.0]","[0.00108486328125, 0.00165087890625, 0.0018159667968749998, 0.0008254394531250002, 0.18235136718750003, 0.02365473632812501, -0.00033017578125, 0.0016508789062500001, 0.0013207031249999998, 0.00037734374999999997, 0.0024527343750000005, 0.0037498535156249998, 0.0016508789062500001, 0.002193310546875, 0.001014111328125, 0.0009433593750000003, 0.0038913574218749996, 0.007028027343750002, 0.0068393554687500024]"
182,"[368, 369, 388, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[1937.0588235294117, 102.0, 778.2222222222222, 383.5145278450363, 398.0, 407.3454545454546, 423.2432432432432, 424.0, 455.7142857142857, 610.0, 755.0, 915.3333333333334, 386.0, 409.0, 501.6666666666667, 646.0, 784.0]","[0.00457529296875, 0.00231123046875, 0.004480957031250004, 0.186714404296875, 0.0265083984375, -0.0003065917968750001, 0.0020282226562499998, 0.0015565429687499999, 0.0006839355468749998, 0.0031366699218750007, 0.004457373046875001, 0.0026414062499999997, 0.001155615234375, 0.0010848632812500002, 0.00457529296875, 0.007075195312500001, 0.007617626953125002]"
183,"[339, 339, 340, 340, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[599.0, 775.0, 629.3333333333334, 797.3333333333334, 383.5503597122302, 398.0, 407.3220338983051, 423.1764705882353, 424.0, 432.3333333333333, 604.0, 751.5, 907.3333333333334, 384.6666666666667, 410.0, 502.6666666666667, 646.0, 785.3333333333334]","[0.003018749999999999, 0.00193388671875, 0.002452734375, 0.002098974609375, 0.185464453125, 0.028371533203125004, -0.0006367675781250002, 0.0018395507812500001, 0.0014622070312500003, 0.0005895996093750001, 0.003419677734375001, 0.0037498535156250006, 0.0027357421875, 0.0010376953125, 0.0006367675781249999, 0.0033017578125000002, 0.006344091796875002, 0.006485595703125001]"
184,"[339, 416, 416, 416, 416, 416, 416, 420, 450, 450, 450, 450, 450]","[769.0, 383.5192307692308, 398.0, 407.2920353982301, 423.22222222222223, 424.0, 463.5, 615.3333333333334, 386.6666666666667, 409.2, 501.3333333333333, 646.0, 787.0]","[0.00212255859375, 0.18619555664062504, 0.027263085937500008, -0.0003301757812500003, 0.0018159667968750003, 0.0014857910156249998, 0.000306591796875, 0.002476318359375, 0.0011556152343750001, 0.00089619140625, 0.004268701171875, 0.006815771484375001, 0.006249755859374998]"
185,"[339, 353, 364, 366, 366, 416, 416, 416, 416, 416, 416, 416, 416, 420, 420, 423, 450, 450, 450, 450, 450]","[783.0, 1159.6666666666667, 472.6666666666667, 673.0, 1505.3333333333333, 383.21019900497515, 398.0, 407.1566265060241, 423.0344827586207, 424.0, 432.0, 440.0, 463.6, 608.0, 747.0, 1151.8333333333333, 385.2, 409.5, 502.0, 644.0, 787.0]","[0.001391455078125, 0.002169726562500001, 0.0015801269531250004, 0.0010376953125000002, 0.000778271484375, 0.18169101562500004, 0.024574511718749997, -2.3583984374999923e-05, 0.0019103027343750005, 0.001509375, 0.0004009277343750001, 0.00018867187499999998, 0.0012027832031250001, 0.002924414062500001, 0.004032861328125, 0.0013207031249999998, 0.001438623046875, 0.001108447265625, 0.0038206054687499997, 0.007240283203125002, 0.007145947265625]"
186,"[344, 415, 416, 416, 416, 416, 416, 416, 420, 420, 432, 432, 450, 450, 450, 450, 450]","[641.3333333333334, 467.0, 383.66966966966964, 398.0, 407.3692307692308, 423.2631578947368, 432.8, 623.5, 604.0, 760.6666666666666, 1893.5714285714287, 1896.0, 386.5, 409.0, 502.0, 646.0, 784.0]","[0.0013914550781250002, 0.0008254394531250001, 0.18419091796875, 0.029621484375000003, -0.0004245117187500001, 0.002570654296875, 0.0007311035156250001, 0.0010376953125, 0.002830078125, 0.00400927734375, 0.001344287109375, 0.0014622070312499996, 0.0012735351562499998, 0.0009433593750000001, 0.003584765624999999, 0.007075195312500001, 0.007004443359375001]"
187,"[339, 416, 416, 416, 416, 416, 416, 420, 420, 420, 428, 450, 450, 450, 450, 450]","[783.3333333333334, 383.5544967242406, 398.0, 407.3, 423.2, 424.0, 433.0, 606.0, 745.0, 913.0, 459.3333333333333, 385.0, 409.3333333333333, 502.0, 646.5, 785.0]","[0.001344287109375, 0.18468618164062503, 0.029126220703125007, -0.0006131835937499999, 0.0021697265625, 0.0014857910156249998, 0.0002830078125, 0.003089501953125, 0.004363037109374999, 0.0025470703124999996, 0.00155654296875, 0.0010376953125000002, 0.0007546875, 0.00419794921875, 0.006627099609375003, 0.007193115234374999]"
188,"[416, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[383.5954518252543, 398.0, 407.3333333333333, 423.18918918918916, 424.0, 432.8, 440.0, 604.0, 751.0, 385.5, 409.3333333333333, 502.0, 646.0, 782.0]","[0.18466259765625, 0.028536621093750002, -0.0005660156250000003, 0.00202822265625, 0.001509375, 0.00033017578125, 0.00033017578125, 0.0028300781250000014, 0.00504697265625, 0.0011556152343750001, 0.000778271484375, 0.0036555175781249993, 0.007735546875000002, 0.007263867187500001]"
189,"[366, 383, 389, 416, 416, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450, 457]","[37.0, 466.0, 470.0, 383.3757575757576, 398.0, 407.19607843137254, 423.03225806451616, 424.0, 434.0, 447.6923076923077, 463.5, 603.3333333333334, 747.0, 915.0, 385.3333333333333, 408.0, 502.0, 644.6666666666666, 784.0, 461.1111111111111]","[0.0021697265625, 0.0014150390625, 0.0021697265625, 0.187421923828125, 0.027050830078125, -0.0003301757812499998, 0.0019810546875, 0.0016037109375, 0.00051884765625, 0.00047167968750000004, 0.000542431640625, 0.0027829101562500003, 0.0038677734375, 0.0021461425781250003, 0.0014150390625, 0.001509375, 0.00400927734375, 0.007499707031250001, 0.00816005859375, 0.0014150390625]"
190,"[334, 339, 370, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[479.3333333333333, 471.6666666666667, 478.6666666666667, 383.4093389933293, 398.0, 407.2549019607843, 423.2258064516129, 424.0, 434.0, 610.6666666666666, 747.0, 915.0, 387.0, 410.0, 502.6666666666667, 643.3333333333334, 781.6]","[0.001344287109375, 0.000778271484375, 0.0017923828125, 0.18699741210937496, 0.02598955078125, -0.00042451171875000014, 0.001674462890625, 0.0012263671875, 0.000259423828125, 0.0031130859375, 0.003962109375, 0.00249990234375, 0.00117919921875, 0.0010848632812499998, 0.003702685546875, 0.007004443359375002, 0.007311035156250001]"
191,"[362, 366, 369, 416, 416, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[459.8, 1765.5, 328.6666666666667, 383.4949253731343, 398.0, 407.2631578947368, 423.03225806451616, 434.0, 440.0, 449.0, 479.5, 608.0, 746.0, 385.3333333333333, 409.0, 502.0, 646.0, 786.0]","[0.002004638671875, 0.00108486328125, 0.00221689453125, 0.18577104492187502, 0.028961132812499995, -0.0002830078124999999, 0.00278291015625, 0.000636767578125, 0.0006603515624999999, 0.000495263671875, 0.000589599609375, 0.0028772460937500004, 0.003561181640625001, 0.0013442871093749997, 0.0012263671875, 0.0041743652343750005, 0.007122363281250002, 0.006627099609375003]"
192,"[339, 344, 366, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[616.0, 641.0, 491.14285714285717, 383.54730538922155, 398.0, 407.33898305084745, 423.2105263157895, 424.0, 434.0, 605.3333333333334, 753.3333333333334, 385.0, 410.0, 502.0, 646.0, 787.0]","[0.002075390625, 0.0015093750000000003, 0.002075390625000001, 0.185582373046875, 0.027994189453125002, -0.000566015625, 0.0019810546875, 0.001532958984375, 0.0005188476562499999, 0.002971582031250001, 0.0038441894531250007, 0.0011791992187499998, 0.0009197753906250001, 0.0037734375, 0.006650683593750002, 0.006391259765625002]"
193,"[339, 366, 366, 402, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[623.3333333333334, 354.14285714285717, 1336.6666666666667, 463.57142857142856, 383.4703415218694, 398.0, 407.2649572649573, 423.10526315789474, 424.0, 434.0, 606.0, 752.0, 385.3333333333333, 409.0, 502.6666666666667, 645.3333333333334, 787.0]","[0.0013678710937499996, 0.011202392578124989, 0.0015329589843750002, 0.002334814453125, 0.18591254882812502, 0.02919697265625, -0.00051884765625, 0.0021697265625, 0.001674462890625, 0.0004245117187499999, 0.003113085937500001, 0.0037970214843750013, 0.0012971191406250001, 0.0010376953125, 0.0038913574218749996, 0.006013916015625001, 0.007004443359375]"
194,"[339, 339, 370, 416, 416, 416, 416, 416, 416, 420, 420, 422, 450, 450, 450, 450, 450]","[599.3333333333334, 776.0, 469.6, 383.43083485679466, 398.0, 407.3069306930693, 423.1764705882353, 424.0, 449.0, 609.3333333333334, 747.3333333333334, 1217.111111111111, 388.0, 411.3333333333333, 502.6666666666667, 645.0, 786.0]","[0.00264140625, 0.0018867187500000002, 0.0018159667968749998, 0.18796435546875, 0.025777294921875, -4.716796874999978e-05, 0.002051806640625, 0.0015093750000000003, 0.0009197753906250001, 0.002735742187499999, 0.0037734374999999994, 0.0024055664062500003, 0.00108486328125, 0.0009197753906250001, 0.0034904296875, 0.006438427734375002, 0.006579931640625001]"
195,"[370, 402, 406, 410, 416, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[1468.6666666666667, 1422.8235294117646, 473.6470588235294, 529.6666666666666, 382.721536351166, 398.0, 406.6666666666667, 422.55555555555554, 424.0, 432.0, 447.7142857142857, 603.0, 753.0, 913.3333333333334, 384.5, 408.0, 502.0, 644.5, 784.0]","[0.0016744628906249998, 0.0019810546875, 0.0047167968750000035, 0.0009433593750000001, 0.18419091796875, 0.031154443359375002, -0.00011791992187499996, 0.0016980468750000003, 0.0016037109375000005, 0.00037734374999999997, 0.00037734375, 0.0030659179687500004, 0.00410361328125, 0.002830078125, 0.0012027832031250001, 0.0008726074218750001, 0.004009277343749999, 0.007051611328125001, 0.006886523437500001]"
196,"[396, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[484.4, 383.30455927051673, 398.0, 407.21649484536084, 423.14285714285717, 424.0, 434.0, 609.0, 755.0, 923.0, 385.2, 409.3333333333333, 501.6666666666667, 644.0, 785.0]","[0.0026178222656250004, 0.18862470703124995, 0.026296142578125004, -0.00042451171875000014, 0.0019810546875, 0.0014150390624999998, 0.00030659179687500006, 0.002641406250000001, 0.003254589843749999, 0.0015801269531250002, 0.0012027832031250003, 0.0010376953125, 0.004032861328125001, 0.0070751953125, 0.007004443359375001]"
197,"[339, 366, 416, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[777.0, 1155.5, 383.0902208201893, 398.0, 407.12820512820514, 422.962962962963, 424.0, 432.0, 440.0, 606.0, 770.0, 922.0, 385.3333333333333, 409.3333333333333, 502.5, 644.6666666666666, 788.5]","[0.0018867187499999993, 0.00113203125, 0.182327783203125, 0.024149999999999998, -0.00037734375, 0.0018395507812500001, 0.0015801269531249998, 0.000495263671875, 0.000306591796875, 0.00344326171875, 0.004575292968750001, 0.00231123046875, 0.001344287109375, 0.0009905273437499998, 0.004410205078124999, 0.006957275390625001, 0.007216699218750002]"
198,"[373, 416, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[460.3333333333333, 382.76151761517616, 398.0, 408.0, 422.63157894736844, 424.0, 432.0, 447.6923076923077, 607.6, 753.3333333333334, 914.0, 384.0, 408.0, 501.2, 645.3333333333334, 788.0]","[0.0020518066406250003, 0.18426166992187504, 0.031861962890625005, 0.0020753906249999995, 0.0014622070312500003, 0.00155654296875, 0.00042451171875, 0.00035375976562499996, 0.003466845703125001, 0.004575292968750001, 0.0027121582031249996, 0.001155615234375, 0.0010376953125, 0.0040564453125, 0.00665068359375, 0.006627099609375001]"
199,"[339, 339, 361, 366, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[599.0, 775.0, 473.3333333333333, 1179.6, 383.20098948670375, 398.0, 407.1363636363636, 422.9655172413793, 424.0, 432.0, 608.0, 746.0, 922.0, 384.8, 409.0, 502.4, 644.0, 784.0]","[0.003089501953125, 0.002075390625, 0.00099052734375, 0.0019103027343749996, 0.18164384765625002, 0.02570654296875001, -0.00025942382812500005, 0.002004638671875, 0.0016508789062500001, 0.00051884765625, 0.0031838378906250005, 0.004174365234375, 0.0019810546875, 0.00136787109375, 0.001344287109375, 0.004339453125000001, 0.00797138671875, 0.007617626953125006]"
